No.     Time           Source                Destination           Protocol Length Info
   1761 53.615507      172.16.20.51          120.24.48.119         TCP      66     35686 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273213 TSecr=3846273152
   1762 53.619455      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1763 53.639294      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35686 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846273183 TSecr=20273213
   1764 53.640858      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1765 53.640863      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1766 53.649994      172.16.20.51          120.24.48.119         TCP      66     35686 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273216 TSecr=3846273185
   1767 53.656747      172.16.20.51          120.24.48.119         TCP      66     35686 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273216 TSecr=3846273185
   1768 53.692509      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1769 53.713867      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1770 53.716365      172.16.20.51          120.24.48.119         TCP      66     35686 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273223 TSecr=3846273258
   1771 53.718775      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1772 53.737719      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1773 53.738945      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1774 53.742273      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1775 53.742278      172.16.20.51          120.24.48.119         TCP      66     35686 → sgcp(440) [FIN, ACK] Seq=532 Ack=2659 Win=96320 Len=0 TSval=20273225 TSecr=3846273283
   1776 53.742297      172.16.20.51          120.24.48.119         TCP      54     35686 → sgcp(440) [RST] Seq=501 Win=0 Len=0
   1777 53.760709      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 35686 [RST] Seq=2659 Win=0 Len=0
   1778 53.760828      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 35686 [RST] Seq=2659 Win=0 Len=0
   1779 54.093388      172.16.20.51          120.24.48.119         TCP      74     46127 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273260 TSecr=0 WS=64
   1780 54.107383      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 46127 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846273657 TSecr=20273260 WS=128
   1781 54.108875      172.16.20.51          120.24.48.119         TCP      66     46127 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273262 TSecr=3846273657
   1782 54.125868      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1783 54.140781      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 46127 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846273689 TSecr=20273264
   1784 54.142758      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1785 54.142761      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1786 54.144785      172.16.20.51          120.24.48.119         TCP      66     46127 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273265 TSecr=3846273691
   1787 54.144790      172.16.20.51          120.24.48.119         TCP      66     46127 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273265 TSecr=3846273691
   1788 54.177131      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1789 54.191994      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1790 54.194212      172.16.20.51          120.24.48.119         TCP      66     46127 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273270 TSecr=3846273741
   1791 54.197712      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1792 54.212695      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1793 54.212700      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1794 54.216891      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1795 54.219354      172.16.20.51          120.24.48.119         TCP      66     46127 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273273 TSecr=3846273761
   1796 54.553966      172.16.20.51          120.24.48.119         TCP      74     43021 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273306 TSecr=0 WS=64
   1797 54.573163      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 43021 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846274118 TSecr=20273306 WS=128
   1798 54.577227      172.16.20.51          120.24.48.119         TCP      66     43021 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273309 TSecr=3846274118
   1799 54.590921      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1800 54.611246      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 43021 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846274155 TSecr=20273310
   1801 54.612709      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1802 54.612712      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1803 54.619086      172.16.20.51          120.24.48.119         TCP      66     43021 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273313 TSecr=3846274157
   1804 54.619087      172.16.20.51          120.24.48.119         TCP      66     43021 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273313 TSecr=3846274157
   1805 54.657808      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1806 54.677623      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1807 54.682051      172.16.20.51          120.24.48.119         TCP      66     43021 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273319 TSecr=3846274223
   1808 54.692587      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1809 54.711780      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1810 54.712834      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1811 54.727046      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1812 54.746179      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 43021 [RST] Seq=2691 Win=0 Len=0
   1813 54.750733      172.16.20.51          120.24.48.119         TCP      66     43021 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273326 TSecr=3846274257
   1814 55.463479      172.16.20.51          120.24.48.119         TCP      74     47158 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273397 TSecr=0 WS=64
   1815 55.478057      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47158 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846275028 TSecr=20273397 WS=128
   1816 55.488412      172.16.20.51          120.24.48.119         TCP      66     47158 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273400 TSecr=3846275028
   1817 55.508322      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1818 55.523637      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47158 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846275072 TSecr=20273402
   1819 55.965758      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1820 55.965762      120.24.48.119         172.16.20.51          TCP      351    sgcp(440) → 47158 [PSH, ACK] Seq=1449 Ack=223 Win=30080 Len=285 TSval=3846275074 TSecr=20273402 [TCP segment of a reassembled PDU], Server Hello Done
   1821 55.971558      172.16.20.51          120.24.48.119         TCP      66     47158 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273448 TSecr=3846275074
   1822 55.971565      172.16.20.51          120.24.48.119         TCP      66     47158 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273448 TSecr=3846275074
   1823 56.011872      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1824 56.016708      120.24.48.119         172.16.20.51          TCP      351    [TCP Spurious Retransmission] sgcp(440) → 47158 [PSH, ACK] Seq=1449 Ack=223 Win=30080 Len=285 TSval=3846275122 TSecr=20273402 [TCP segment of a reassembled PDU], Server Hello Done
   1825 56.021608      172.16.20.51          120.24.48.119         TCP      78     [TCP Dup ACK 1822#1] 47158 → sgcp(440) [ACK] Seq=349 Ack=1734 Win=93440 Len=0 TSval=20273453 TSecr=3846275122 SLE=1449 SRE=1734
   1826 56.246212      172.16.20.51          120.24.48.119         TCP      192    [TCP Retransmission] 47158 → sgcp(440) [PSH, ACK] Seq=223 Ack=1734 Win=93440 Len=126 TSval=20273476 TSecr=3846275122
   1827 56.297573      120.24.48.119         172.16.20.51          TLSv1.2  1514   [TCP Spurious Retransmission] , Server Hello, Certificate
   1828 56.305104      172.16.20.51          120.24.48.119         TCP      78     [TCP Dup ACK 1822#2] 47158 → sgcp(440) [ACK] Seq=349 Ack=1734 Win=93440 Len=0 TSval=20273482 TSecr=3846275122 SLE=1 SRE=1449
   1829 56.420989      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1830 56.429960      172.16.20.51          120.24.48.119         TCP      66     47158 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273493 TSecr=3846275576
   1831 56.431728      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1832 56.563535      120.24.48.119         172.16.20.51          TCP      78     [TCP Dup ACK 1829#1] sgcp(440) → 47158 [ACK] Seq=1785 Ack=349 Win=30080 Len=0 TSval=3846275810 TSecr=20273476 SLE=223 SRE=349
   1833 56.715846      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47158 [ACK] Seq=1785 Ack=501 Win=31104 Len=0 TSval=3846275996 TSecr=20273494
   1834 56.715876      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1835 56.716654      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1836 56.723307      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1837 56.728458      172.16.20.51          120.24.48.119         TCP      66     47158 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273524 TSecr=3846275998
   1838 57.126065      172.16.20.51          120.24.48.119         TCP      74     37181 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273564 TSecr=0 WS=64
   1839 57.144111      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 37181 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846276689 TSecr=20273564 WS=128
   1840 57.147629      172.16.20.51          120.24.48.119         TCP      66     37181 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273566 TSecr=3846276689
   1841 57.164439      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1842 57.182928      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 37181 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846276728 TSecr=20273567
   1843 57.185758      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1844 57.187494      172.16.20.51          120.24.48.119         TCP      66     37181 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273570 TSecr=3846276729
   1845 57.188722      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1846 57.201429      172.16.20.51          120.24.48.119         TCP      66     37181 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273571 TSecr=3846276729
   1847 57.214864      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1848 57.235324      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1849 57.249238      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1850 57.270690      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1851 57.271999      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1852 57.278099      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1853 57.278115      172.16.20.51          120.24.48.119         TCP      66     37181 → sgcp(440) [FIN, ACK] Seq=532 Ack=2659 Win=96320 Len=0 TSval=20273578 TSecr=3846276813
   1854 57.295976      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 37181 [RST] Seq=2659 Win=0 Len=0
   1855 57.296002      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 37181 [RST] Seq=2659 Win=0 Len=0
   1856 57.304722      172.16.20.51          120.24.48.119         TCP      54     37181 → sgcp(440) [RST] Seq=501 Win=0 Len=0
   1857 57.616667      172.16.20.51          120.24.48.119         TCP      74     34833 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273613 TSecr=0 WS=64
   1858 57.630304      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 34833 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846277180 TSecr=20273613 WS=128
   1859 57.631973      172.16.20.51          120.24.48.119         TCP      66     34833 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273614 TSecr=3846277180
   1860 57.643265      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1861 57.657591      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 34833 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846277206 TSecr=20273615
   1862 57.659603      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1863 57.659607      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1864 57.661606      172.16.20.51          120.24.48.119         TCP      66     34833 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273617 TSecr=3846277208
   1865 57.661616      172.16.20.51          120.24.48.119         TCP      66     34833 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273617 TSecr=3846277208
   1866 57.708920      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1867 57.723583      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1868 57.735972      172.16.20.51          120.24.48.119         TCP      66     34833 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273625 TSecr=3846277273
   1869 57.755495      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1870 57.769539      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1871 57.769543      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1872 57.774071      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1873 57.776846      172.16.20.51          120.24.48.119         TCP      66     34833 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273629 TSecr=3846277319
   1874 58.094933      172.16.20.51          120.24.48.119         TCP      74     38675 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273660 TSecr=0 WS=64
   1875 58.114917      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 38675 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846277660 TSecr=20273660 WS=128
   1876 58.119977      172.16.20.51          120.24.48.119         TCP      66     38675 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273663 TSecr=3846277660
   1877 58.137254      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1878 58.158705      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 38675 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846277702 TSecr=20273665
   1879 58.159833      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1880 58.159836      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1881 58.161548      172.16.20.51          120.24.48.119         TCP      66     38675 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273667 TSecr=3846277704
   1882 58.161555      172.16.20.51          120.24.48.119         TCP      66     38675 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273667 TSecr=3846277704
   1883 58.204440      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1884 58.225867      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1885 58.234487      172.16.20.51          120.24.48.119         TCP      66     38675 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273674 TSecr=3846277769
   1886 58.252733      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1887 58.273751      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1888 58.273756      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1889 58.276983      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1890 58.279099      172.16.20.51          120.24.48.119         TCP      66     38675 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273679 TSecr=3846277817
   1891 58.631821      172.16.20.51          120.24.48.119         TCP      74     34349 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273714 TSecr=0 WS=64
   1892 58.651569      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 34349 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846278196 TSecr=20273714 WS=128
   1893 58.653231      172.16.20.51          120.24.48.119         TCP      66     34349 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273716 TSecr=3846278196
   1894 58.671451      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1895 58.691673      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 34349 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846278236 TSecr=20273718
   1896 58.702644      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1897 58.703897      172.16.20.51          120.24.48.119         TCP      66     34349 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273721 TSecr=3846278237
   1898 58.703962      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1899 58.705754      172.16.20.51          120.24.48.119         TCP      66     34349 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273722 TSecr=3846278237
   1900 58.733529      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1901 58.756474      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1902 58.768283      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1903 58.788733      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1904 58.788738      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1905 58.795847      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1906 58.800789      172.16.20.51          120.24.48.119         TCP      66     34349 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273731 TSecr=3846278333
   1907 59.128776      172.16.20.51          120.24.48.119         TCP      74     44112 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273764 TSecr=0 WS=64
   1908 59.143271      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 44112 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846278693 TSecr=20273764 WS=128
   1909 59.144880      172.16.20.51          120.24.48.119         TCP      66     44112 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273766 TSecr=3846278693
   1910 59.162971      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1911 59.177620      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 44112 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846278727 TSecr=20273767
   1912 59.180549      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1913 59.180554      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1914 59.183773      172.16.20.51          120.24.48.119         TCP      66     44112 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273769 TSecr=3846278729
   1915 59.183779      172.16.20.51          120.24.48.119         TCP      66     44112 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273769 TSecr=3846278729
   1916 59.225511      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1917 59.240536      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1918 59.245347      172.16.20.51          120.24.48.119         TCP      66     44112 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273776 TSecr=3846278790
   1919 59.249943      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1920 59.265561      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1921 59.265568      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1922 59.270482      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1923 59.275999      172.16.20.51          120.24.48.119         TCP      66     44112 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273779 TSecr=3846278815
   1924 59.643341      172.16.20.51          120.24.48.119         TCP      74     37720 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273815 TSecr=0 WS=64
   1925 59.663090      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 37720 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846279208 TSecr=20273815 WS=128
   1926 59.664377      172.16.20.51          120.24.48.119         TCP      66     37720 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273817 TSecr=3846279208
   1927 59.668569      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1928 59.689681      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 37720 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846279233 TSecr=20273818
   1929 59.705569      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1930 59.706535      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1931 59.735905      172.16.20.51          120.24.48.119         TCP      66     37720 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273825 TSecr=3846279235
   1932 59.735923      172.16.20.51          120.24.48.119         TCP      66     37720 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273825 TSecr=3846279235
   1933 59.754412      120.24.48.119         172.16.20.51          TCP      351    [TCP Spurious Retransmission] sgcp(440) → 37720 [PSH, ACK] Seq=1449 Ack=223 Win=30080 Len=285 TSval=3846279277 TSecr=20273818[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]
   1934 59.757697      172.16.20.51          120.24.48.119         TCP      78     [TCP Dup ACK 1932#1] 37720 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273827 TSecr=3846279277 SLE=1449 SRE=1734
   1935 59.786165      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1936 59.806798      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1937 59.813129      172.16.20.51          120.24.48.119         TCP      66     37720 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273832 TSecr=3846279351
   1938 59.819466      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1939 59.841649      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   1940 59.843282      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   1941 59.848976      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1942 59.860300      172.16.20.51          120.24.48.119         TCP      66     37720 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20273836 TSecr=3846279384
   1943 60.211838      172.16.20.51          120.24.48.119         TCP      74     39184 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273872 TSecr=0 WS=64
   1944 60.230393      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 39184 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846279776 TSecr=20273872 WS=128
   1945 60.243303      172.16.20.51          120.24.48.119         TCP      66     39184 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273875 TSecr=3846279776
   1946 60.255156      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1947 60.275037      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 39184 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846279819 TSecr=20273876
   1948 60.276409      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1949 60.276412      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   1950 60.280496      172.16.20.51          120.24.48.119         TCP      66     39184 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273879 TSecr=3846279821
   1951 60.283333      172.16.20.51          120.24.48.119         TCP      66     39184 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20273879 TSecr=3846279821
   1952 60.321143      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1953 60.345485      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1954 60.349139      172.16.20.51          120.24.48.119         TCP      66     39184 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20273886 TSecr=3846279890
   1955 60.352192      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   1956 60.371452      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
