No.     Time           Source                Destination           Protocol Info
   1108 13.158905      172.17.32.142         42.62.69.169          TCP      50162 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502930551 TSecr=3425055783
   1109 13.158958      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50162 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502930551 TSecr=3425055783
   1110 13.176709      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1111 13.232119      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1112 13.232217      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1113 13.286264      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1114 13.286271      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1115 13.286363      172.17.32.142         42.62.69.169          TCP      50162 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502930676 TSecr=3425055910
   1116 13.286365      172.17.32.142         42.62.69.169          TCP      50162 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502930676 TSecr=3425055910
   1117 13.289547      172.17.32.142         42.62.69.169          TCP      50162 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502930679 TSecr=3425055910
   1118 13.291951      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502930681 TSecr=0 SACK_PERM=1
   1119 13.347176      42.62.69.169          172.17.32.142         TCP      https(443) → 50163 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425055970 TSecr=502930681 WS=512
   1120 13.347184      42.62.69.169          172.17.32.142         TCP      https(443) → 50162 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425055969 TSecr=502930679
   1121 13.347314      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502930736 TSecr=3425055970
   1122 13.350030      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1123 13.400339      42.62.69.169          172.17.32.142         TCP      https(443) → 50163 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425056025 TSecr=502930738
   1124 13.411799      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1125 13.411803      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1126 13.411804      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1127 13.411805      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1128 13.411869      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502930799 TSecr=3425056026
   1129 13.411914      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502930799 TSecr=3425056026
   1130 13.411929      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50163 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502930799 TSecr=3425056026
   1131 13.435599      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1132 13.488065      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1133 13.488131      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1134 13.538248      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1135 13.538257      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1136 13.538456      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502930923 TSecr=3425056163
   1137 13.538457      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502930923 TSecr=3425056163
   1138 13.540526      172.17.32.142         42.62.69.169          TCP      50163 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502930925 TSecr=3425056163
   1139 13.542851      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502930927 TSecr=0 SACK_PERM=1
   1140 13.591005      42.62.69.169          172.17.32.142         TCP      https(443) → 50163 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425056215 TSecr=502930925
   1141 13.591538      42.62.69.169          172.17.32.142         TCP      https(443) → 50164 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425056218 TSecr=502930927 WS=512
   1142 13.591607      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502930975 TSecr=3425056218
   1143 13.595152      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1144 13.645337      42.62.69.169          172.17.32.142         TCP      https(443) → 50164 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425056270 TSecr=502930979
   1145 13.645344      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1146 13.645346      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1147 13.645348      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1148 13.645349      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1149 13.645453      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502931029 TSecr=3425056271
   1150 13.645454      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502931029 TSecr=3425056271
   1151 13.645544      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50164 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502931029 TSecr=3425056271
   1152 13.664845      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1153 13.714702      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1154 13.714784      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1155 13.764691      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1156 13.764700      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1157 13.764782      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502931146 TSecr=3425056390
   1158 13.764784      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502931146 TSecr=3425056390
   1159 13.767690      172.17.32.142         42.62.69.169          TCP      50164 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502931148 TSecr=3425056390
   1160 13.770205      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502931150 TSecr=0 SACK_PERM=1
   1161 13.816180      42.62.69.169          172.17.32.142         TCP      https(443) → 50164 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425056443 TSecr=502931148
   1162 13.816906      42.62.69.169          172.17.32.142         TCP      https(443) → 50165 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425056448 TSecr=502931150 WS=512
   1163 13.816974      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502931196 TSecr=3425056448
   1164 13.819696      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1165 13.871589      42.62.69.169          172.17.32.142         TCP      https(443) → 50165 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425056497 TSecr=502931199
   1166 13.873214      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1167 13.873218      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1168 13.873219      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1169 13.873220      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1170 13.873272      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502931251 TSecr=3425056498
   1171 13.873273      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502931251 TSecr=3425056498
   1172 13.873325      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50165 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502931251 TSecr=3425056498
   1173 13.909428      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1174 13.964393      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1175 13.964622      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1176 14.018248      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1177 14.018253      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1178 14.018307      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502931393 TSecr=3425056643
   1179 14.018308      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502931393 TSecr=3425056643
   1180 14.019775      172.17.32.142         42.62.69.169          TCP      50165 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502931394 TSecr=3425056643
   1181 14.021741      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502931395 TSecr=0 SACK_PERM=1
   1182 14.074874      42.62.69.169          172.17.32.142         TCP      https(443) → 50165 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425056698 TSecr=502931394
   1183 14.074879      42.62.69.169          172.17.32.142         TCP      https(443) → 50166 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425056698 TSecr=502931395 WS=512
   1184 14.074954      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502931448 TSecr=3425056698
   1185 14.076855      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1186 14.129535      42.62.69.169          172.17.32.142         TCP      https(443) → 50166 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425056753 TSecr=502931449
   1187 14.129541      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1188 14.129543      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1189 14.129544      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1190 14.129546      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1191 14.129649      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502931501 TSecr=3425056754
   1192 14.129650      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502931501 TSecr=3425056754
   1193 14.129732      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50166 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502931501 TSecr=3425056754
   1194 14.152979      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1195 14.207483      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1196 14.207569      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1197 14.262229      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1198 14.262237      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1199 14.262321      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502931632 TSecr=3425056884
   1200 14.262323      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502931632 TSecr=3425056884
   1201 14.265053      172.17.32.142         42.62.69.169          TCP      50166 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502931634 TSecr=3425056884
   1202 14.267076      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502931635 TSecr=0 SACK_PERM=1
   1203 14.318728      42.62.69.169          172.17.32.142         TCP      https(443) → 50166 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425056942 TSecr=502931634
   1204 14.318737      42.62.69.169          172.17.32.142         TCP      https(443) → 50167 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425056943 TSecr=502931635 WS=512
   1205 14.318863      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502931685 TSecr=3425056943
   1206 14.321451      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1207 14.373386      42.62.69.169          172.17.32.142         TCP      https(443) → 50167 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425056998 TSecr=502931687
   1208 14.374675      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1209 14.374681      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1210 14.374684      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1211 14.374686      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1212 14.374787      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502931738 TSecr=3425056999
   1213 14.374788      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502931738 TSecr=3425056999
   1214 14.374897      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50167 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502931738 TSecr=3425056999
   1215 14.401156      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1216 14.454704      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1217 14.454858      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1218 14.511664      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1219 14.511671      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1220 14.511769      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502931873 TSecr=3425057132
   1221 14.511770      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502931873 TSecr=3425057132
   1222 14.517953      172.17.32.142         42.62.69.169          TCP      50167 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502931879 TSecr=3425057132
   1223 14.522404      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502931883 TSecr=0 SACK_PERM=1
   1224 14.570487      42.62.69.169          172.17.32.142         TCP      https(443) → 50167 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425057195 TSecr=502931879
   1225 14.571016      42.62.69.169          172.17.32.142         TCP      https(443) → 50169 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425057197 TSecr=502931883 WS=512
   1226 14.571097      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502931931 TSecr=3425057197
   1227 14.574059      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1228 14.637772      42.62.69.169          172.17.32.142         TCP      https(443) → 50169 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425057249 TSecr=502931934
   1229 14.637813      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1230 14.637822      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1231 14.638142      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502931997 TSecr=3425057251
   1232 14.660612      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1233 14.660619      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1234 14.660691      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502932019 TSecr=3425057251
   1235 14.677691      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1236 14.730581      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1237 14.730655      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1238 14.789387      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1239 14.789392      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1240 14.789459      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502932144 TSecr=3425057406
   1241 14.789460      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502932144 TSecr=3425057406
   1242 14.790785      172.17.32.142         42.62.69.169          TCP      50169 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502932145 TSecr=3425057406
   1243 14.810291      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502932164 TSecr=0 SACK_PERM=1
   1244 14.842395      42.62.69.169          172.17.32.142         TCP      https(443) → 50169 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425057467 TSecr=502932145
   1245 14.860542      42.62.69.169          172.17.32.142         TCP      https(443) → 50171 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425057488 TSecr=502932164 WS=512
   1246 14.860644      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502932214 TSecr=3425057488
   1247 14.863315      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1248 14.913649      42.62.69.169          172.17.32.142         TCP      https(443) → 50171 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425057541 TSecr=502932216
   1249 14.916935      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1250 14.916940      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1251 14.916941      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1252 14.916942      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1253 14.917014      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502932268 TSecr=3425057542
   1254 14.917015      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502932268 TSecr=3425057542
   1255 14.917155      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50171 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502932268 TSecr=3425057542
   1256 14.949942      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1257 15.004004      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1258 15.004063      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1259 15.055665      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1260 15.055674      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1261 15.055793      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502932404 TSecr=3425057682
   1262 15.055794      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502932404 TSecr=3425057682
   1263 15.065856      172.17.32.142         42.62.69.169          TCP      50171 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502932414 TSecr=3425057682
   1264 15.069850      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502932417 TSecr=0 SACK_PERM=1
   1265 15.117405      42.62.69.169          172.17.32.142         TCP      https(443) → 50171 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425057744 TSecr=502932414
   1266 15.118023      42.62.69.169          172.17.32.142         TCP      https(443) → 50173 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425057747 TSecr=502932417 WS=512
   1267 15.118120      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502932464 TSecr=3425057747
   1268 15.120600      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1269 15.171564      42.62.69.169          172.17.32.142         TCP      https(443) → 50173 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425057799 TSecr=502932467
   1270 15.191285      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1271 15.191292      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1272 15.191294      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1273 15.191295      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1274 15.191375      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502932536 TSecr=3425057800
   1275 15.191376      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502932536 TSecr=3425057800
   1276 15.191482      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50173 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502932536 TSecr=3425057800
   1277 15.211241      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1278 15.263261      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1279 15.263364      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1280 15.318102      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1281 15.318109      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1282 15.318197      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502932660 TSecr=3425057942
   1283 15.318198      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502932660 TSecr=3425057942
   1284 15.320651      172.17.32.142         42.62.69.169          TCP      50173 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502932662 TSecr=3425057942
   1285 15.322681      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502932664 TSecr=0 SACK_PERM=1
   1286 15.372981      42.62.69.169          172.17.32.142         TCP      https(443) → 50173 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425057998 TSecr=502932662
   1287 15.372988      42.62.69.169          172.17.32.142         TCP      https(443) → 50174 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425057999 TSecr=502932664 WS=512
   1288 15.373112      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502932714 TSecr=3425057999
   1289 15.376033      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1290 15.427110      42.62.69.169          172.17.32.142         TCP      https(443) → 50174 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425058053 TSecr=502932716
   1291 15.436890      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1292 15.436894      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1293 15.436895      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1294 15.436896      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1295 15.436964      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502932776 TSecr=3425058054
   1296 15.436965      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502932776 TSecr=3425058054
   1297 15.437015      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50174 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502932776 TSecr=3425058054
   1298 15.459490      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1299 15.510208      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1300 15.510266      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1301 15.562528      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1302 15.562535      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1303 15.562624      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502932900 TSecr=3425058188
   1304 15.562624      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502932900 TSecr=3425058188
   1305 15.565424      172.17.32.142         42.62.69.169          TCP      50174 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502932902 TSecr=3425058188
   1306 15.567702      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502932904 TSecr=0 SACK_PERM=1
   1307 15.615115      42.62.69.169          172.17.32.142         TCP      https(443) → 50175 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425058243 TSecr=502932904 WS=512
   1308 15.615214      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502932950 TSecr=3425058243
