No.     Time           Source                Destination           Protocol Info
    458 9.077059       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    459 9.117507       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    460 9.117607       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    461 9.117697       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    462 9.117741       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    463 9.118884       27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    464 9.118941       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    465 9.120801       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    466 9.120887       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    467 9.125694       172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    468 9.125895       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    469 9.134410       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [RST] Seq=648 Win=0 Len=0
    470 9.142517       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [RST] Seq=648 Win=0 Len=0
    471 9.431431       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663695230 TSecr=0 SACK_PERM=1
    472 9.450865       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    473 9.450972       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    474 9.453112       172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    475 9.469429       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    476 9.470746       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    477 9.470835       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    478 9.472167       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    479 9.528006       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    480 9.528096       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    481 9.654237       172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56097 → https(443) [PSH, ACK] Seq=569 Ack=138 Win=262144 Len=142
    482 9.673271       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    483 9.713918       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    484 9.713990       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    485 9.714492       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    486 9.714545       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    487 9.714782       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    488 9.714829       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    489 9.716653       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    490 9.716697       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    491 9.722665       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    492 9.723192       172.17.32.142         106.122.254.22        TCP      56097 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    493 9.737897       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [RST] Seq=645 Win=0 Len=0
    494 9.739181       106.122.254.22        172.17.32.142         TCP      https(443) → 56097 [RST] Seq=645 Win=0 Len=0
    495 10.027748      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663695819 TSecr=0 SACK_PERM=1
    496 10.049392      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    497 10.049474      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    498 10.051883      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    499 10.060895      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    500 10.060957      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    501 10.062076      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    502 10.067934      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    503 10.067993      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    504 10.086450      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    505 10.120410      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    506 10.120497      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    507 10.121169      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    508 10.121236      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    509 10.122342      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    510 10.122419      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    511 10.123858      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    512 10.123932      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    513 10.130172      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    514 10.130603      172.17.32.142         27.148.145.195        TCP      56098 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    515 10.144300      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [RST] Seq=648 Win=0 Len=0
    516 10.145513      27.148.145.195        172.17.32.142         TCP      https(443) → 56098 [RST] Seq=648 Win=0 Len=0
    517 10.435910      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663696218 TSecr=0 SACK_PERM=1
    518 10.453936      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    519 10.454019      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    520 10.456413      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    521 10.465273      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    522 10.465359      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    523 10.466393      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    524 10.473211      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    525 10.473298      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    526 10.489037      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    527 10.531592      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    528 10.531599      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    529 10.531693      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    530 10.531693      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=711 Ack=613 Win=261664 Len=0
    531 10.534200      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    532 10.534246      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    533 10.535537      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    534 10.535579      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    535 10.540408      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    536 10.541575      172.17.32.142         106.122.254.22        TCP      56099 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    537 10.549280      106.122.254.22        172.17.32.142         TCP      [TCP Out-Of-Order] https(443) → 56099 [PSH, ACK] Seq=613 Ack=711 Win=182528 Len=31
    538 10.549348      172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56099 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0 SLE=613 SRE=644
    539 10.552020      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [RST] Seq=645 Win=0 Len=0
    540 10.559436      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [RST] Seq=645 Win=0 Len=0
    541 10.568281      106.122.254.22        172.17.32.142         TCP      https(443) → 56099 [RST] Seq=645 Win=0 Len=0
    542 10.845559      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663696617 TSecr=0 SACK_PERM=1
    543 10.860974      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    544 10.861057      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    545 10.863222      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    546 10.872683      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    547 10.872766      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    548 10.873808      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    549 10.880057      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    550 10.880119      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    551 10.895949      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    552 10.937491      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    553 10.937572      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    554 10.938251      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    555 10.938325      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    556 10.939256      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    557 10.939421      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    558 10.941191      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    559 10.941283      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    560 10.946287      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    561 10.946494      172.17.32.142         27.148.145.195        TCP      56101 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    562 10.955401      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [RST] Seq=648 Win=0 Len=0
    563 10.963033      27.148.145.195        172.17.32.142         TCP      https(443) → 56101 [RST] Seq=648 Win=0 Len=0
    564 11.250788      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663697014 TSecr=0 SACK_PERM=1
    565 11.270336      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    566 11.270420      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    567 11.272482      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    568 11.288256      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    569 11.289485      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    570 11.289578      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    571 11.290687      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    572 11.307864      106.122.254.22        172.17.32.142         TLSv1.2  [TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message
    573 11.307943      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    574 11.324024      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    575 11.365207      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    576 11.365303      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    577 11.366851      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    578 11.366857      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    579 11.366928      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    580 11.366929      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=711 Ack=644 Win=261984 Len=0
    581 11.369310      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    582 11.369356      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    583 11.371629      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    584 11.371822      172.17.32.142         106.122.254.22        TCP      56102 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    585 11.385781      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [RST] Seq=645 Win=0 Len=0
    586 11.386929      106.122.254.22        172.17.32.142         TCP      https(443) → 56102 [RST] Seq=645 Win=0 Len=0
    587 11.677105      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663697433 TSecr=0 SACK_PERM=1
    588 11.694360      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    589 11.694453      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    590 11.696891      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    591 11.709111      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    592 11.710016      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    593 11.710070      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    594 11.710799      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    595 11.770341      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [ACK] Seq=142 Ack=569 Win=15744 Len=0
    596 11.770419      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    597 11.787514      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    598 11.831530      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    599 11.831603      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    600 11.833332      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    601 11.833387      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    602 11.834336      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    603 11.834412      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    604 11.836661      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    605 11.836708      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    606 11.840513      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    607 11.840852      172.17.32.142         27.148.145.195        TCP      56103 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    608 11.849877      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [RST] Seq=648 Win=0 Len=0
    609 11.850908      27.148.145.195        172.17.32.142         TCP      https(443) → 56103 [RST] Seq=648 Win=0 Len=0
    610 12.144400      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663697893 TSecr=0 SACK_PERM=1
    611 12.160290      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    612 12.160380      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    613 12.163010      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    614 12.178952      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    615 12.179032      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    616 12.180053      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    617 12.180118      172.17.32.142         106.122.254.22        TCP      [TCP Window Update] 56104 → https(443) [ACK] Seq=518 Ack=138 Win=262144 Len=0
    618 12.180454      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    619 12.237240      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    620 12.237329      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    621 12.254116      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    622 12.290979      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    623 12.290984      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    624 12.291099      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    625 12.291100      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=711 Ack=613 Win=261664 Len=0
    626 12.291603      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    627 12.291656      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    628 12.293440      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    629 12.293503      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    630 12.299424      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    631 12.299782      172.17.32.142         106.122.254.22        TCP      56104 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    632 12.308211      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [RST] Seq=645 Win=0 Len=0
    633 12.316282      106.122.254.22        172.17.32.142         TCP      https(443) → 56104 [RST] Seq=645 Win=0 Len=0
    634 12.603708      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663698345 TSecr=0 SACK_PERM=1
    635 12.620152      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    636 12.620210      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    637 12.621552      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    638 12.629997      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    639 12.630048      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    640 12.630755      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    641 12.637288      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    642 12.637332      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    643 12.653660      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    644 12.694328      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    645 12.694405      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    646 12.695166      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    647 12.695222      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    648 12.695403      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    649 12.695435      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    650 12.697122      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    651 12.697179      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    652 12.708394      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    653 12.708942      172.17.32.142         27.148.145.195        TCP      56105 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    654 12.724001      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [RST] Seq=648 Win=0 Len=0
    655 12.731536      27.148.145.195        172.17.32.142         TCP      https(443) → 56105 [RST] Seq=648 Win=0 Len=0
    656 13.013022      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663698746 TSecr=0 SACK_PERM=1
    657 13.032927      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    658 13.032987      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    659 13.034329      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    660 13.042679      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    661 13.050782      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    662 13.050855      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    663 13.052089      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    664 13.107952      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    665 13.108100      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    666 13.132119      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    667 13.167769      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    668 13.167777      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    669 13.167879      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    670 13.167880      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=711 Ack=613 Win=261664 Len=0
    671 13.168389      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    672 13.168437      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    673 13.169427      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    674 13.169476      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    675 13.175098      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    676 13.175874      172.17.32.142         106.122.254.22        TCP      56106 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    677 13.192587      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [RST] Seq=645 Win=0 Len=0
    678 13.193411      106.122.254.22        172.17.32.142         TCP      https(443) → 56106 [RST] Seq=645 Win=0 Len=0
    679 13.482565      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663699210 TSecr=0 SACK_PERM=1
    680 13.500775      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    681 13.500857      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    682 13.502949      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    683 13.520049      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    684 13.576255      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    685 13.576372      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    686 13.577806      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    687 13.597712      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [ACK] Seq=142 Ack=569 Win=15744 Len=0
    688 13.597799      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    689 13.621049      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    690 13.653570      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
