No.     Time           Source                Destination           Protocol Length Info
   2342 48.802329      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2343 48.817467      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2344 48.817470      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2345 48.819858      172.16.20.51          120.24.48.119         TCP      66     37442 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20272706 TSecr=3846268092
   2346 48.820072      172.16.20.51          120.24.48.119         TCP      66     37442 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20272706 TSecr=3846268092
   2347 48.822777      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2348 48.877259      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37442 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846268152 TSecr=20272706
   2349 48.878641      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2350 48.893086      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37442 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846268168 TSecr=20272711
   2351 48.893090      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2352 48.893092      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2353 48.898049      172.16.20.51          120.24.48.119         TCP      66     37442 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272713 TSecr=3846268168
   2354 48.905612      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2355 48.905625      172.16.20.51          120.24.48.119         TCP      66     37442 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272714 TSecr=3846268168
   2356 48.920222      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37442 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846268195 TSecr=20272714
   2357 48.922632      172.16.20.51          120.24.48.119         TCP      66     37442 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272716 TSecr=3846268195
   2358 49.156790      172.16.20.51          120.24.48.119         TCP      74     35092 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272739 TSecr=0 WS=64
   2359 49.171353      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 35092 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846268447 TSecr=20272739 WS=128
   2360 49.182493      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272741 TSecr=3846268447
   2361 49.185940      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2362 49.201475      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35092 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846268476 TSecr=20272742
   2363 49.203100      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2364 49.203105      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2365 49.204947      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272744 TSecr=3846268478
   2366 49.204960      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272744 TSecr=3846268478
   2367 49.243260      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2368 49.259070      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2369 49.259072      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2370 49.262334      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20272750 TSecr=3846268534
   2371 49.263925      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20272750 TSecr=3846268534
   2372 49.266426      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2373 49.320979      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35092 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846268596 TSecr=20272750
   2374 49.326575      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2375 49.341190      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35092 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846268616 TSecr=20272756
   2376 49.341202      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2377 49.342031      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2378 49.347794      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272758 TSecr=3846268617
   2379 49.349441      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2380 49.350419      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272759 TSecr=3846268617
   2381 49.364139      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35092 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846268639 TSecr=20272759
   2382 49.365172      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35092 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846268640 TSecr=20272759
   2383 49.400802      172.16.20.51          120.24.48.119         TCP      66     35092 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272764 TSecr=3846268639
   2384 49.588041      172.16.20.51          120.24.48.119         TCP      74     37144 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272782 TSecr=0 WS=64
   2385 49.606210      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 37144 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846268883 TSecr=20272782 WS=128
   2386 49.607573      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272784 TSecr=3846268883
   2387 49.614609      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2388 49.634309      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37144 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846268909 TSecr=20272785
   2389 49.636525      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2390 49.636530      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2391 49.642703      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272788 TSecr=3846268912
   2392 49.642982      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272788 TSecr=3846268912
   2393 49.663032      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2394 49.682243      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2395 49.682246      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2396 49.691904      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2397 49.750933      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37144 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846269027 TSecr=20272793
   2398 49.752411      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2399 49.771017      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37144 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846269047 TSecr=20272799
   2400 49.771021      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2401 49.772318      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2402 49.781188      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272801 TSecr=3846269047
   2403 49.781199      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2404 49.781218      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272801 TSecr=3846269047
   2405 49.800204      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37144 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846269076 TSecr=20272801
   2406 49.803196      172.16.20.51          120.24.48.119         TCP      66     37144 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272804 TSecr=3846269076
   2407 50.021997      172.16.20.51          120.24.48.119         TCP      74     40482 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272826 TSecr=0 WS=64
   2408 50.040866      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 40482 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846269312 TSecr=20272826 WS=128
   2409 50.049993      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272829 TSecr=3846269312
   2410 50.058853      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2411 50.078307      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 40482 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846269349 TSecr=20272829
   2412 50.080207      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2413 50.080210      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2414 50.082161      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272832 TSecr=3846269351
   2415 50.082170      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272832 TSecr=3846269351
   2416 50.114225      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2417 50.134900      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2418 50.134908      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2419 50.141937      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2420 50.201103      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 40482 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846269472 TSecr=20272838
   2421 50.210355      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2422 50.230240      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 40482 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846269500 TSecr=20272845
   2423 50.230244      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2424 50.230247      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2425 50.234779      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272847 TSecr=3846269501
   2426 50.237911      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2427 50.237911      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272847 TSecr=3846269501
   2428 50.259060      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 40482 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846269530 TSecr=20272847
   2429 50.260869      172.16.20.51          120.24.48.119         TCP      66     40482 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272850 TSecr=3846269530
   2430 50.507568      172.16.20.51          120.24.48.119         TCP      74     43799 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272874 TSecr=0 WS=64
   2431 50.527520      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 43799 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846269798 TSecr=20272874 WS=128
   2432 50.529500      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272877 TSecr=3846269798
   2433 50.545046      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2434 50.566749      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43799 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846269836 TSecr=20272878
   2435 50.567375      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2436 50.567378      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2437 50.570638      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272881 TSecr=3846269837
   2438 50.570647      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272881 TSecr=3846269837
   2439 50.613741      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2440 50.634024      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2441 50.637144      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2442 50.662602      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2443 50.679976      120.24.48.119         172.16.20.51          TLSv1.2  135    [TCP Spurious Retransmission] , Application Data
   2444 50.681801      172.16.20.51          120.24.48.119         TCP      78     [TCP Dup ACK 2442#1] 43799 → cvc_hostd(442) [ACK] Seq=402 Ack=1848 Win=93440 Len=0 TSval=20272892 TSecr=3846269951 SLE=1779 SRE=1848
   2445 50.723621      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43799 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846269993 TSecr=20272889
   2446 50.726052      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2447 50.748003      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43799 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846270017 TSecr=20272896
   2448 50.748011      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2449 50.748014      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2450 50.749275      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=600 Ack=2003 Win=93440 Len=0 TSval=20272899 TSecr=3846270017
   2451 50.750684      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272899 TSecr=3846270017
   2452 50.754045      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2453 50.754052      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272899 TSecr=3846270017
   2454 50.775278      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43799 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846270045 TSecr=20272899
   2455 50.776952      172.16.20.51          120.24.48.119         TCP      66     43799 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272901 TSecr=3846270045
   2456 51.082723      172.16.20.51          120.24.48.119         TCP      74     38499 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272932 TSecr=0 WS=64
   2457 51.101924      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 38499 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846270373 TSecr=20272932 WS=128
   2458 51.105982      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272934 TSecr=3846270373
   2459 51.122561      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2460 51.142131      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38499 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846270413 TSecr=20272936
   2461 51.144373      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2462 51.144375      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2463 51.146383      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272938 TSecr=3846270415
   2464 51.146388      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272938 TSecr=3846270415
   2465 51.165154      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2466 51.185192      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2467 51.185195      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2468 51.193357      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2469 51.252954      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38499 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846270524 TSecr=20272943
   2470 51.257905      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2471 51.277983      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38499 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846270548 TSecr=20272949
   2472 51.277987      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2473 51.277989      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2474 51.284271      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20272952 TSecr=3846270549
   2475 51.292427      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2476 51.293993      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20272953 TSecr=3846270549
   2477 51.312034      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38499 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846270583 TSecr=20272953
   2478 51.313314      172.16.20.51          120.24.48.119         TCP      66     38499 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20272955 TSecr=3846270583
   2479 51.313880      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38499 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846270585 TSecr=20272953
   2480 51.551422      172.16.20.51          120.24.48.119         TCP      74     35336 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20272979 TSecr=0 WS=64
   2481 51.575828      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 35336 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846270846 TSecr=20272979 WS=128
   2482 51.577129      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20272981 TSecr=3846270846
   2483 51.583948      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2484 51.610173      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35336 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846270879 TSecr=20272982
   2485 51.611692      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2486 51.611698      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2487 51.613347      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20272985 TSecr=3846270881
   2488 51.613352      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20272985 TSecr=3846270881
   2489 51.633962      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2490 51.658955      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2491 51.658963      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2492 51.667776      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2493 51.732972      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35336 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846271003 TSecr=20272990
   2494 51.737473      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2495 51.761928      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35336 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846271032 TSecr=20272997
   2496 51.762973      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2497 51.762976      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2498 51.768733      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273000 TSecr=3846271033
   2499 51.775496      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2500 51.775497      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273001 TSecr=3846271033
   2501 51.801205      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35336 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846271071 TSecr=20273001
   2502 51.803007      172.16.20.51          120.24.48.119         TCP      66     35336 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273004 TSecr=3846271071
   2503 52.049698      172.16.20.51          120.24.48.119         TCP      74     39430 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273028 TSecr=0 WS=64
   2504 52.063885      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 39430 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846271340 TSecr=20273028 WS=128
   2505 52.065868      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273030 TSecr=3846271340
   2506 52.080642      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2507 52.096421      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39430 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846271371 TSecr=20273032
   2508 52.097004      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2509 52.097006      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2510 52.100058      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273034 TSecr=3846271373
   2511 52.100336      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273034 TSecr=3846271373
   2512 52.149612      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2513 52.164958      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2514 52.164961      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2515 52.166294      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20273040 TSecr=3846271440
   2516 52.166444      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20273040 TSecr=3846271440
   2517 52.171002      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2518 52.225024      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39430 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846271501 TSecr=20273040
   2519 52.226711      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2520 52.240914      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39430 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846271517 TSecr=20273046
   2521 52.242138      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2522 52.242140      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2523 52.259158      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273049 TSecr=3846271517
   2524 52.265152      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2525 52.265538      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273050 TSecr=3846271517
   2526 52.280272      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39430 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846271555 TSecr=20273050
   2527 52.280277      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39430 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846271556 TSecr=20273050
   2528 52.281938      172.16.20.51          120.24.48.119         TCP      66     39430 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273052 TSecr=3846271555
   2529 52.548128      172.16.20.51          120.24.48.119         TCP      74     44623 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273078 TSecr=0 WS=64
